Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
KRAJEVNA SKUPNOST BIZELJSKO,KRAJEVNA SKUPNOST BIZELJSKO,ksbizeljsko@siol.net,,", KRAJEVNA SKUPNOST BIZELJSKO"
KRAJEVNA SKUPNOST KRŠKA VAS,KRAJEVNA SKUPNOST KRŠKA VAS,irena.bausovac@siol.net,,", KRAJEVNA SKUPNOST KRŠKA VAS"
KRAJEVNA SKUPNOST VELIKA DOLINA,KRAJEVNA SKUPNOST VELIKA DOLINA,krajevna.skupnost.v.d@siol.net,"Velika Dolina 9, 8261 Jesenice na Dolenjskem",", KRAJEVNA SKUPNOST VELIKA DOLINA"
MESTNA OBČINA CELJE KRAJEVNA SKUPNOST OSTROŽNO,MESTNA OBČINA CELJE KRAJEVNA SKUPNOST OSTROŽNO,moc_ostrozno@t-2.net,"Cesta na Ostrožno 90, 3000 Celje",", MESTNA OBČINA CELJE KRAJEVNA SKUPNOST OSTROŽNO"
KRAJEVNA SKUPNOST SVETINA,KRAJEVNA SKUPNOST SVETINA,tajnistvo@store.si,"Svetina 6, 3220 Štore",", KRAJEVNA SKUPNOST SVETINA"
KRAJEVNA SKUPNOST VOJNIK,KRAJEVNA SKUPNOST VOJNIK,irma@vojnik.si,"Keršova ulica 8, 3212 Vojnik",", KRAJEVNA SKUPNOST VOJNIK"
MESTNA OBČINA CELJE KRAJEVNA SKUPNOST TRNOVLJE,MESTNA OBČINA CELJE KRAJEVNA SKUPNOST TRNOVLJE,ks.trnovlje@t-1.si,"Trnoveljska cesta 82, 3000 Celje",", MESTNA OBČINA CELJE KRAJEVNA SKUPNOST TRNOVLJE"
MESTNA OBČINA CELJE MESTNA ČETRT NOVA VAS,MESTNA OBČINA CELJE MESTNA ČETRT NOVA VAS,mestnacetrt@siol.net,"Ulica bratov Vošnjakov 1, 3000 Celje",", MESTNA OBČINA CELJE MESTNA ČETRT NOVA VAS"
MESTNA OBČINA CELJE MESTNA ČETRT SAVINJA,MESTNA OBČINA CELJE MESTNA ČETRT SAVINJA,mc.savinja@siol.net,"Ljubljanska cesta 27, 3000 Celje",", MESTNA OBČINA CELJE MESTNA ČETRT SAVINJA"
MESTNA OBČINA CELJE MESTNA ČETRT SLAVKO ŠLANDER,MESTNA OBČINA CELJE MESTNA ČETRT SLAVKO ŠLANDER,mcslander@siol.com,"Čopova ulica 25, 3000 Celje",", MESTNA OBČINA CELJE MESTNA ČETRT SLAVKO ŠLANDER"
KRAJEVNA SKUPNOST PETROVA VAS,KRAJEVNA SKUPNOST PETROVA VAS,marko.absec@siol.net,"Petrova vas 999, 8340 Črnomelj",", KRAJEVNA SKUPNOST PETROVA VAS"
KRAJEVNA SKUPNOST DRAGOMELJ-PŠATA,KRAJEVNA SKUPNOST DRAGOMELJ-PŠATA,Jozerozman22@gmail.com,"Pšata 28 A, 1262 Dol pri Ljubljani",", KRAJEVNA SKUPNOST DRAGOMELJ-PŠATA"
KRAJEVNA SKUPNOST PREVOJE,KRAJEVNA SKUPNOST PREVOJE,ks.prevoje@gmail.com,"Veidrov trg 7, 1225 Lukovica",", KRAJEVNA SKUPNOST PREVOJE"
KRAJEVNA SKUPNOST ZLATO POLJE,KRAJEVNA SKUPNOST ZLATO POLJE,info@lukovica.si,"Podgora pri Zlatem Polju 1, 1225 Lukovica",", KRAJEVNA SKUPNOST ZLATO POLJE"
KRAJEVNA SKUPNOST GORNJA RADGONA,KRAJEVNA SKUPNOST GORNJA RADGONA,ks-gornjaradgona@telemach.net,"Trg svobode 12, 9250 Gornja Radgona",", KRAJEVNA SKUPNOST GORNJA RADGONA"
KRAJEVNA SKUPNOST AMBRUS,KRAJEVNA SKUPNOST AMBRUS,obc.ivancna.gorica@siol.net,"Ambrus 56, 1303 Zagradec",", KRAJEVNA SKUPNOST AMBRUS"
KRAJEVNA SKUPNOST GROSUPLJE,KRAJEVNA SKUPNOST GROSUPLJE,jakopinmar@volja.net,"Kolodvorska cesta 2, 1290 Grosuplje",", KRAJEVNA SKUPNOST GROSUPLJE"
KRAJEVNA SKUPNOST ŠT.JURIJ,KRAJEVNA SKUPNOST ŠT.JURIJ,milan.kumse@gmail.com,"Št. Jurij 14, 1290 Grosuplje",", KRAJEVNA SKUPNOST ŠT.JURIJ"
KRAJEVNA SKUPNOST CERKNO,KRAJEVNA SKUPNOST CERKNO,ks.cerkno@cerkno.si,"Bevkova ulica 9, 5282 Cerkno",", KRAJEVNA SKUPNOST CERKNO"
KRAJEVNA SKUPNOST TOPOLC,KRAJEVNA SKUPNOST TOPOLC,obcina.ilirska-bistrica@ilirska-bistrica.si,"Mereče 28, 6250 Ilirska Bistrica",", KRAJEVNA SKUPNOST TOPOLC"
KRAJEVNA SKUPNOST VRBOVO,KRAJEVNA SKUPNOST VRBOVO,obcina.ilirska-bistrica@ilirska-bistrica.si,"Vrbovo 73 B, 6250 Ilirska Bistrica",", KRAJEVNA SKUPNOST VRBOVO"
KRAJEVNA SKUPNOST PREM,KRAJEVNA SKUPNOST PREM,obcina.ilirska-bistrica@ilirska-bistrica.si,"Prem 83, 6255 Prem",", KRAJEVNA SKUPNOST PREM"
KRAJEVNA SKUPNOST HARIJE,KRAJEVNA SKUPNOST HARIJE,obcina.ilirska-bistrica@ilirska-bistrica.si,"Harije 68, 6250 Ilirska Bistrica",", KRAJEVNA SKUPNOST HARIJE"
KRAJEVNA SKUPNOST ILIRSKA BISTRICA,KRAJEVNA SKUPNOST ILIRSKA BISTRICA,obcina.ilirska-bistrica@ilirska-bistrica.si,"Jurčičeva ulica 1, 6250 Ilirska Bistrica",", KRAJEVNA SKUPNOST ILIRSKA BISTRICA"
KRAJEVNA SKUPNOST JAGODJE-DOBRAVA,KRAJEVNA SKUPNOST JAGODJE-DOBRAVA,ks.jagodje-dobrava@siol.net,"Jagodje 24 A, 6310 Izola - Isola",", KRAJEVNA SKUPNOST JAGODJE-DOBRAVA"
KRAJEVNA SKUPNOST GODIČ,KRAJEVNA SKUPNOST GODIČ,obcina@kamnik.si,"Godič 60 A, 1242 Stahovica",", KRAJEVNA SKUPNOST GODIČ"
KRAJEVNA SKUPNOST TUNJICE,KRAJEVNA SKUPNOST TUNJICE,obcina@kamnik.si,"Glavni trg 24, 1241 Kamnik",", KRAJEVNA SKUPNOST TUNJICE"
KRAJEVNA SKUPNOST KOČEVSKA REKA,KRAJEVNA SKUPNOST KOČEVSKA REKA,obcina@kocevje.si,"Kočevska Reka 5, 1338 Kočevska Reka",", KRAJEVNA SKUPNOST KOČEVSKA REKA"
KRAJEVNA SKUPNOST ŠMARJE PRI KOPRU,KRAJEVNA SKUPNOST ŠMARJE PRI KOPRU,ks.smarje@siol.net,"Šmarje 89, 6274 Šmarje",", KRAJEVNA SKUPNOST ŠMARJE PRI KOPRU"
KRAJEVNA SKUPNOST HRVATINI,KRAJEVNA SKUPNOST HRVATINI,k.s.hrvatini@siol.net,"Hrvatini 74, 6280 Ankaran - Ancarano",", KRAJEVNA SKUPNOST HRVATINI"
KRAJEVNA SKUPNOST VIPAVA,KRAJEVNA SKUPNOST VIPAVA,ksvipava@gmail.com,"Trg Pavla Rušta 6, 5271 Vipava",", KRAJEVNA SKUPNOST VIPAVA"
KRAJEVNA SKUPNOST OREHEK-DRULOVKA,KRAJEVNA SKUPNOST OREHEK-DRULOVKA,obcina.kranj@kranj.si,"Zasavska cesta 53 A, 4000 Kranj",", KRAJEVNA SKUPNOST OREHEK-DRULOVKA"
KRAJEVNA SKUPNOST BRESTANICA,KRAJEVNA SKUPNOST BRESTANICA,ks.brestanica@krsko.si,"Cesta prvih borcev 12, 8280 Brestanica",", KRAJEVNA SKUPNOST BRESTANICA"
KRAJEVNA SKUPNOST MESTA KRŠKO,KRAJEVNA SKUPNOST MESTA KRŠKO,ks.krsko@krsko.si,"Cesta krških žrtev 23, 8270 Krško",", KRAJEVNA SKUPNOST MESTA KRŠKO"
KRAJEVNA SKUPNOST VELIKI TRN,KRAJEVNA SKUPNOST VELIKI TRN,ks.veliki-trn@krsko.si,"Veliki Trn 18, 8270 Krško",", KRAJEVNA SKUPNOST VELIKI TRN"
KRAJEVNA SKUPNOST MARIJA GRADEC,KRAJEVNA SKUPNOST MARIJA GRADEC,obcina@lasko.si,"Marija Gradec 29, 3270 Laško",", KRAJEVNA SKUPNOST MARIJA GRADEC"
KRAJEVNA SKUPNOST RIMSKE TOPLICE,KRAJEVNA SKUPNOST RIMSKE TOPLICE,ks.rimsketoplice@gmail.com,"Aškerčeva cesta 6, 3272 Rimske Toplice",", KRAJEVNA SKUPNOST RIMSKE TOPLICE"
KRAJEVNA SKUPNOST VRH NAD LAŠKIM,KRAJEVNA SKUPNOST VRH NAD LAŠKIM,obcina@lasko.si,"Vrh nad Laškim 9 A, 3270 Laško",", KRAJEVNA SKUPNOST VRH NAD LAŠKIM"
KRAJEVNA SKUPNOST SVIBNO,KRAJEVNA SKUPNOST SVIBNO,info@radece.si,"Svibno 18 A, 1433 Radeče",", KRAJEVNA SKUPNOST SVIBNO"
KRAJEVNA SKUPNOST GABERJE,KRAJEVNA SKUPNOST GABERJE,obcina@lendava.si,,", KRAJEVNA SKUPNOST GABERJE"
KRAJEVNA SKUPNOST DOLE PRI LITIJI,KRAJEVNA SKUPNOST DOLE PRI LITIJI,obcina.litija@litija.si,"Dole pri Litiji 8 A, 1273 Dole pri Litiji",", KRAJEVNA SKUPNOST DOLE PRI LITIJI"
KRAJEVNA SKUPNOST CEZANJEVCI,KRAJEVNA SKUPNOST CEZANJEVCI,obcina.ljutomer@ljutomer.si,"Cezanjevci 39, 9240 Ljutomer",", KRAJEVNA SKUPNOST CEZANJEVCI"
KRAJEVNA SKUPNOST STARA CESTA,KRAJEVNA SKUPNOST STARA CESTA,obcina.ljutomer@ljutomer.si,"Mekotnjak 29, 9240 Ljutomer",", KRAJEVNA SKUPNOST STARA CESTA"
KRAJEVNA SKUPNOST LAZE - JAKOVICA,KRAJEVNA SKUPNOST LAZE - JAKOVICA,obcina.logatec@logatec.si,"Laze 67 A, 1370 Logatec",", KRAJEVNA SKUPNOST LAZE - JAKOVICA"
KRAJEVNA SKUPNOST PODZEMELJ,KRAJEVNA SKUPNOST PODZEMELJ,obcina.metlika@siol.net,,", KRAJEVNA SKUPNOST PODZEMELJ"
MESTNA SKUPNOST METLIKA,MESTNA SKUPNOST METLIKA,obcina.metlika@siol.net,"Mestni trg 27, 8330 Metlika",", MESTNA SKUPNOST METLIKA"
KRAJEVNA SKUPNOST KRIŽEVCI V PREKMURJU,KRAJEVNA SKUPNOST KRIŽEVCI V PREKMURJU,racunovodstvo@gornji-petrovci.si,"Križevci 139, 9206 Križevci",", KRAJEVNA SKUPNOST KRIŽEVCI V PREKMURJU"
KRAJEVNA SKUPNOST ANHOVO - DESKLE,KRAJEVNA SKUPNOST ANHOVO - DESKLE,obcina.kanal@obcina-kanal.si,"Srebrničeva ulica 18, 5210 Deskle",", KRAJEVNA SKUPNOST ANHOVO - DESKLE"
KRAJEVNA SKUPNOST DORNBERK,KRAJEVNA SKUPNOST DORNBERK,ks.dornberk@siol.net,"Gregorčičeva ulica 13, 5294 Dornberk",", KRAJEVNA SKUPNOST DORNBERK"
KRAJEVNA SKUPNOST GRGAR,KRAJEVNA SKUPNOST GRGAR,ksgrgar@gmail.com,"Grgar 47, 5251 Grgar",", KRAJEVNA SKUPNOST GRGAR"
KRAJEVNA SKUPNOST LEVPA,KRAJEVNA SKUPNOST LEVPA,obcina.kanal@obcina-kanal.si,"Levpa 92, 5214 Kal nad Kanalom",", KRAJEVNA SKUPNOST LEVPA"
KRAJEVNA SKUPNOST LOKVE - LAZNA,KRAJEVNA SKUPNOST LOKVE - LAZNA,ks.lokve@siol.net,"Lokve 30, 5252 Trnovo pri Gorici",", KRAJEVNA SKUPNOST LOKVE - LAZNA"
KRAJEVNA SKUPNOST MIREN,KRAJEVNA SKUPNOST MIREN,ksmiren@siol.net,"Miren 137, 5291 Miren",", KRAJEVNA SKUPNOST MIREN"
KRAJEVNA SKUPNOST OSEK-VITOVLJE,KRAJEVNA SKUPNOST OSEK-VITOVLJE,ks@osek-vitovlje.si,"Osek 73, 5261 Šempas",", KRAJEVNA SKUPNOST OSEK-VITOVLJE"
KRAJEVNA SKUPNOST RENČE,KRAJEVNA SKUPNOST RENČE,ksrence@rence.si,"Trg 25, 5292 Renče",", KRAJEVNA SKUPNOST RENČE"
KRAJEVNA SKUPNOST ROČINJ-DOBLAR,KRAJEVNA SKUPNOST ROČINJ-DOBLAR,obcina.kanal@obcina-kanal.si,"Ročinj 93, 5215 Ročinj",", KRAJEVNA SKUPNOST ROČINJ-DOBLAR"
KRAJEVNA SKUPNOST ROŽNA DOLINA,KRAJEVNA SKUPNOST ROŽNA DOLINA,ks.roznadolina@siol.net,"Vipavska cesta 16 B, 5000 Nova Gorica",", KRAJEVNA SKUPNOST ROŽNA DOLINA"
KRAJEVNA SKUPNOST TRNOVO,KRAJEVNA SKUPNOST TRNOVO,krajevna.skupnost.trnovo@siol.net,"Trnovo 39, 5252 Trnovo pri Gorici",", KRAJEVNA SKUPNOST TRNOVO"
KRAJEVNA SKUPNOST BRUSNICE,KRAJEVNA SKUPNOST BRUSNICE,ks.brusnice@novomesto.si,"Velike Brusnice 13, 8321 Brusnice",", KRAJEVNA SKUPNOST BRUSNICE"
KRAJEVNA SKUPNOST OTOČEC,KRAJEVNA SKUPNOST OTOČEC,ks.otoce@novomesto.si,"Šentpeter 1, 8222 Otočec",", KRAJEVNA SKUPNOST OTOČEC"
KRAJEVNA SKUPNOST GABRJE,KRAJEVNA SKUPNOST GABRJE,ks.gabrje@novomesto.si,"Gomile 10, 8321 Brusnice",", KRAJEVNA SKUPNOST GABRJE"
KRAJEVNA SKUPNOST IVANJKOVCI,KRAJEVNA SKUPNOST IVANJKOVCI,krajevna_skupnost_ivanjkovci@siol.net,"Ivanjkovci 1, 2259 Ivanjkovci",", KRAJEVNA SKUPNOST IVANJKOVCI"
KRAJEVNA SKUPNOST PORTOROŽ,KRAJEVNA SKUPNOST PORTOROŽ,ks.portoroz@amis.net,"Obala 16, 6320 Portorož - Portorose",", KRAJEVNA SKUPNOST PORTOROŽ"
KRAJEVNA SKUPNOST LUCIJA,KRAJEVNA SKUPNOST LUCIJA,kslucija@siol.net,"Obala 105, 6320 Portorož - Portorose",", KRAJEVNA SKUPNOST LUCIJA"
KRAJEVNA SKUPNOST VIDEM PRI PTUJU,KRAJEVNA SKUPNOST VIDEM PRI PTUJU,info@videm.si,"Videm pri Ptuju 54, 2284 Videm pri Ptuju",", KRAJEVNA SKUPNOST VIDEM PRI PTUJU"
KRAJEVNA SKUPNOST KAMNA GORICA,KRAJEVNA SKUPNOST KAMNA GORICA,kamna.gorica@siol.net,"Kamna Gorica 58, 4246 Kamna Gorica",", KRAJEVNA SKUPNOST KAMNA GORICA"
KRAJEVNA SKUPNOST BLANCA,KRAJEVNA SKUPNOST BLANCA,ksblanca@siol.net,"Blanca 24, 8283 Blanca",", KRAJEVNA SKUPNOST BLANCA"
KRAJEVNA SKUPNOST LOKA PRI ZIDANEM MOSTU,KRAJEVNA SKUPNOST LOKA PRI ZIDANEM MOSTU,obcina.sevnica@siol.net,"Loka pri Zidanem Mostu 51, 1434 Loka pri Zidanem Mostu",", KRAJEVNA SKUPNOST LOKA PRI ZIDANEM MOSTU"
KRAJEVNA SKUPNOST ZABUKOVJE,KRAJEVNA SKUPNOST ZABUKOVJE,obcina.sevnica@siol.net,"Zabukovje nad Sevnico 5, 8292 Zabukovje",", KRAJEVNA SKUPNOST ZABUKOVJE"
KRAJEVNA SKUPNOST ŠTJAK,KRAJEVNA SKUPNOST ŠTJAK,obcina@sezana.si,"Štjak 1 A, 6222 Štanjel",", KRAJEVNA SKUPNOST ŠTJAK"
KRAJEVNA SKUPNOST KAZLJE,KRAJEVNA SKUPNOST KAZLJE,obcina@sezana.si,"Kazlje 40, 6210 Sežana",", KRAJEVNA SKUPNOST KAZLJE"
KRAJEVNA SKUPNOST ČREŠNJEVEC,KRAJEVNA SKUPNOST ČREŠNJEVEC,obcina@slov-bistrica.si,"Črešnjevec 94, 2310 Slovenska Bistrica",", KRAJEVNA SKUPNOST ČREŠNJEVEC"
KRAJEVNA SKUPNOST KEBELJ,KRAJEVNA SKUPNOST KEBELJ,ks@kebelj.si,"Kebelj 26 A, 2317 Oplotnica",", KRAJEVNA SKUPNOST KEBELJ"
OBČINA SLOVENSKA BISTRICA KRAJEVNA SKUPNOST LAPORJE,OBČINA SLOVENSKA BISTRICA KRAJEVNA SKUPNOST LAPORJE,obcina@slov-bistrica.si,"Laporje 56, 2318 Laporje",", OBČINA SLOVENSKA BISTRICA KRAJEVNA SKUPNOST LAPORJE"
OBČINA SLOVENSKA BISTRICA KRAJEVNA SKUPNOST ZGORNJA POLSKAVA,OBČINA SLOVENSKA BISTRICA KRAJEVNA SKUPNOST ZGORNJA POLSKAVA,obcina@slov-bistrica.si,"Mladinska ulica 12, 2314 Zgornja Polskava",", OBČINA SLOVENSKA BISTRICA KRAJEVNA SKUPNOST ZGORNJA POLSKAVA"
KRAJEVNA SKUPNOST LOČE,KRAJEVNA SKUPNOST LOČE,info@slovenskekonjice.si,"Stari trg 14, 3215 Loče",", KRAJEVNA SKUPNOST LOČE"
KRAJEVNA SKUPNOST DRAMLJE,KRAJEVNA SKUPNOST DRAMLJE,ksdramlje@siol.net,"Svetelka 3, 3222 Dramlje",", KRAJEVNA SKUPNOST DRAMLJE"
KRAJEVNA SKUPNOST KALOBJE,KRAJEVNA SKUPNOST KALOBJE,kskalobje@gmail.com,"Kalobje 23, 3233 Kalobje",", KRAJEVNA SKUPNOST KALOBJE"
KRAJEVNA SKUPNOST LOKA PRI ŽUSMU,KRAJEVNA SKUPNOST LOKA PRI ŽUSMU,ksloka@siol.net,"Loka pri Žusmu 139, 3223 Loka pri Žusmu",", KRAJEVNA SKUPNOST LOKA PRI ŽUSMU"
KRAJEVNA SKUPNOST PREVORJE,KRAJEVNA SKUPNOST PREVORJE,ks.prevorje@siol.net,"Lopaca 10, 3262 Prevorje",", KRAJEVNA SKUPNOST PREVORJE"
KRAJEVNA SKUPNOST SELCA,KRAJEVNA SKUPNOST SELCA,uprava@obcina.zelezniki.si,"Selca 114, 4227 Selca",", KRAJEVNA SKUPNOST SELCA"
KRAJEVNA SKUPNOST ŽELEZNIKI,KRAJEVNA SKUPNOST ŽELEZNIKI,ks.zelezniki@siol.net,"Trnje 39, 4228 Železniki",", KRAJEVNA SKUPNOST ŽELEZNIKI"
KRAJEVNA SKUPNOST BUČE,KRAJEVNA SKUPNOST BUČE,obcina.kozje@siol.net,"Vrenska Gorca 5, 3255 Buče",", KRAJEVNA SKUPNOST BUČE"
KRAJEVNA SKUPNOST KOZJE,KRAJEVNA SKUPNOST KOZJE,ks.kozje@gmail.com,"Kozje 37, 3260 Kozje",", KRAJEVNA SKUPNOST KOZJE"
KRAJEVNA SKUPNOST PODSREDA,KRAJEVNA SKUPNOST PODSREDA,obcina.kozje@siol.net,"Podsreda 37, 3257 Podsreda",", KRAJEVNA SKUPNOST PODSREDA"
KRAJEVNA SKUPNOST PRISTAVA PRI MESTINJU,KRAJEVNA SKUPNOST PRISTAVA PRI MESTINJU,tajnistvo.obcina@podcetrtek.si,"Pristava pri Mestinju 29, 3253 Pristava pri Mestinju",", KRAJEVNA SKUPNOST PRISTAVA PRI MESTINJU"
MESTNA KRAJEVNA SKUPNOST ROGAŠKA SLATINA,MESTNA KRAJEVNA SKUPNOST ROGAŠKA SLATINA,mks.rogaska.slatina@siol.net,"Celjska cesta 3 A, 3250 Rogaška Slatina",", MESTNA KRAJEVNA SKUPNOST ROGAŠKA SLATINA"
KRAJEVNA SKUPNOST ŠENTVID,KRAJEVNA SKUPNOST ŠENTVID,obcina@smarje.si,"Šentvid pri Grobelnem 30, 3231 Grobelno",", KRAJEVNA SKUPNOST ŠENTVID"
KRAJEVNA SKUPNOST GRAHOVO OB BAČI,KRAJEVNA SKUPNOST GRAHOVO OB BAČI,ks.grahovo-ob-baci@tolmin.si,"Grahovo ob Bači 47, 5242 Grahovo ob Bači",", KRAJEVNA SKUPNOST GRAHOVO OB BAČI"
KRAJEVNA SKUPNOST POLJUBINJ,KRAJEVNA SKUPNOST POLJUBINJ,ks.poljubinj@tolmin.si,"Poljubinj 62, 5220 Tolmin",", KRAJEVNA SKUPNOST POLJUBINJ"
KRAJEVNA SKUPNOST RUT-GRANT,KRAJEVNA SKUPNOST RUT-GRANT,ks.rut-grant@tolmin.si,"Rut 29, 5242 Grahovo ob Bači",", KRAJEVNA SKUPNOST RUT-GRANT"
KRAJEVNA SKUPNOST SLAP OB IDRIJCI,KRAJEVNA SKUPNOST SLAP OB IDRIJCI,ks.slap-ob-idrijci@tolmin.si,"Slap ob Idrijci 28 A, 5283 Slap ob Idrijci",", KRAJEVNA SKUPNOST SLAP OB IDRIJCI"
KRAJEVNA SKUPNOST TOLMIN,KRAJEVNA SKUPNOST TOLMIN,ks.tolmin@tolmin.si,"Mestni trg 6, 5220 Tolmin",", KRAJEVNA SKUPNOST TOLMIN"
KRAJEVNA SKUPNOST VOLARJE,KRAJEVNA SKUPNOST VOLARJE,ks.volarje@tolmin.si,"Volarje 33, 5220 Tolmin",", KRAJEVNA SKUPNOST VOLARJE"
KRAJEVNA SKUPNOST SELA PRI ŠUMBERKU,KRAJEVNA SKUPNOST SELA PRI ŠUMBERKU,obcina.trebnje@trebnje.si,"Sela pri Šumberku 3, 8360 Žužemberk",", KRAJEVNA SKUPNOST SELA PRI ŠUMBERKU"
KRAJEVNA SKUPNOST SVETINJA,KRAJEVNA SKUPNOST SVETINJA,obcina.trebnje@trebnje.si,"Gorenji Vrh pri Dobrniču 1, 8211 Dobrnič",", KRAJEVNA SKUPNOST SVETINJA"
KRAJEVNA SKUPNOST PODLJUBELJ,KRAJEVNA SKUPNOST PODLJUBELJ,draga.njegovan.podljubelj@gmail.com,"Podljubelj 242, 4290 Tržič",", KRAJEVNA SKUPNOST PODLJUBELJ"
KRAJEVNA SKUPNOST LOKOVICA,KRAJEVNA SKUPNOST LOKOVICA,obcina@sostanj.si,"Lokovica 144, 3325 Šoštanj",", KRAJEVNA SKUPNOST LOKOVICA"
KRAJEVNA SKUPNOST KISOVEC - LOKE,KRAJEVNA SKUPNOST KISOVEC - LOKE,kisovec-loke@siol.net,"Trg Pohorskega bataljona 15, 1412 Kisovec",", KRAJEVNA SKUPNOST KISOVEC - LOKE"
KRAJEVNA SKUPNOST JOŽE MARN,KRAJEVNA SKUPNOST JOŽE MARN,ksjoze.marn@siol.net,,", KRAJEVNA SKUPNOST JOŽE MARN"
KRAJEVNA SKUPNOST ŠENTGOTARD,KRAJEVNA SKUPNOST ŠENTGOTARD,občina.zagorje@zagorje.si,"Šentgotard 12, 1222 Trojane",", KRAJEVNA SKUPNOST ŠENTGOTARD"
KRAJEVNA SKUPNOST IZLAKE,KRAJEVNA SKUPNOST IZLAKE,info@izlake.si,"Izlake 3, 1411 Izlake",", KRAJEVNA SKUPNOST IZLAKE"
KRAJEVNA SKUPNOST FRANC FARČNIK,KRAJEVNA SKUPNOST FRANC FARČNIK,ks.francfarcnik@gmail.com,"Cesta 9. avgusta 68, 1410 Zagorje ob Savi",", KRAJEVNA SKUPNOST FRANC FARČNIK"
KRAJEVNA SKUPNOST LIBOJE,KRAJEVNA SKUPNOST LIBOJE,krajevna.skupnost.liboje@siol.net,"Kasaze 110, 3301 Petrovče",", KRAJEVNA SKUPNOST LIBOJE"
MESTNA SKUPNOST ŽALEC,MESTNA SKUPNOST ŽALEC,mestnask@siol.net,"Ulica Savinjske čete 4, 3310 Žalec",", MESTNA SKUPNOST ŽALEC"
KRAJEVNA SKUPNOST DOLGA POLJANA,KRAJEVNA SKUPNOST DOLGA POLJANA,obcina@ajdovscina.si,"Dolga Poljana 17, 5271 Vipava",", KRAJEVNA SKUPNOST DOLGA POLJANA"
KRAJEVNA SKUPNOST RADOMLJE,KRAJEVNA SKUPNOST RADOMLJE,igor.jeretina@gmail.com,"Prešernova cesta 43, 1235 Radomlje",", KRAJEVNA SKUPNOST RADOMLJE"
KRAJEVNA SKUPNOST PODGRAD,KRAJEVNA SKUPNOST PODGRAD,obcina.ilirska-bistrica@ilirska-bistrica.si,"Podgrad 12, 6244 Podgrad",", KRAJEVNA SKUPNOST PODGRAD"
KRAJEVNA SKUPNOST PRIMSKOVO,KRAJEVNA SKUPNOST PRIMSKOVO,info@ksprimskovo.org,"Jezerska cesta 41, 4000 Kranj",", KRAJEVNA SKUPNOST PRIMSKOVO"
KRAJEVNA SKUPNOST MOSTJE-BANUTA,KRAJEVNA SKUPNOST MOSTJE-BANUTA,obcina@lendava.si,"Mostje 39, 9220 Lendava - Lendva",", KRAJEVNA SKUPNOST MOSTJE-BANUTA"
KRAJEVNA SKUPNOST VAČE,KRAJEVNA SKUPNOST VAČE,obcina.litija@litija.si,"Vače 28, 1252 Vače",", KRAJEVNA SKUPNOST VAČE"
KRAJEVNA SKUPNOST POLŠNIK,KRAJEVNA SKUPNOST POLŠNIK,obcina.litija@litija.si,"Polšnik 25 B, 1272 Polšnik",", KRAJEVNA SKUPNOST POLŠNIK"
KRAJEVNA SKUPNOST MALA NEDELJA,KRAJEVNA SKUPNOST MALA NEDELJA,obcina.ljutomer@ljutomer.si,"Mala Nedelja 21, 9243 Mala Nedelja",", KRAJEVNA SKUPNOST MALA NEDELJA"
KRAJEVNA SKUPNOST GRADAC,KRAJEVNA SKUPNOST GRADAC,obcina.metlika@siol.net,"Gradac 56, 8332 Gradac",", KRAJEVNA SKUPNOST GRADAC"
KRAJEVNA SKUPNOST BELTINCI,KRAJEVNA SKUPNOST BELTINCI,ks.beltinci@gmail.com,"Mladinska ulica 2, 9231 Beltinci",", KRAJEVNA SKUPNOST BELTINCI"
KRAJEVNA SKUPNOST IŽAKOVCI,KRAJEVNA SKUPNOST IŽAKOVCI,ks.izakovci@beltinci.si,"Ižakovci 72 A, 9231 Beltinci",", KRAJEVNA SKUPNOST IŽAKOVCI"
KRAJEVNA SKUPNOST KOG,KRAJEVNA SKUPNOST KOG,ks.kog@siol.net,"Kog 7, 2276 Kog",", KRAJEVNA SKUPNOST KOG"
KRAJEVNA SKUPNOST BUKOVJE,KRAJEVNA SKUPNOST BUKOVJE,obcina@postojna.si,"Bukovje 3, 6230 Postojna",", KRAJEVNA SKUPNOST BUKOVJE"
KRAJEVNA SKUPNOST LESKOVEC,KRAJEVNA SKUPNOST LESKOVEC,info@videm.si,"Zgornji Leskovec 4, 2285 Zgornji Leskovec",", KRAJEVNA SKUPNOST LESKOVEC"
KRAJEVNA SKUPNOST LJUBNO,KRAJEVNA SKUPNOST LJUBNO,ksljubno@gmail.com,"Ljubno 133, 4244 Podnart",", KRAJEVNA SKUPNOST LJUBNO"
KRAJEVNA SKUPNOST PRAGERSKO - GAJ,KRAJEVNA SKUPNOST PRAGERSKO - GAJ,ks.pragersko@triera.net,"Kolodvorska ulica 3, 2331 Pragersko",", KRAJEVNA SKUPNOST PRAGERSKO - GAJ"
KRAJEVNA SKUPNOST DRAŽA VAS,KRAJEVNA SKUPNOST DRAŽA VAS,info@slovenskekonjice.si,"Draža vas 38 A, 3215 Loče",", KRAJEVNA SKUPNOST DRAŽA VAS"
KRAJEVNA SKUPNOST ŽIČE,KRAJEVNA SKUPNOST ŽIČE,info@slovenskekonjice.si,,", KRAJEVNA SKUPNOST ŽIČE"
MESTNA SKUPNOST ŠENTJUR,MESTNA SKUPNOST ŠENTJUR,kssentjurmesto@siol.net,"Mestni trg 5, 3230 Šentjur",", MESTNA SKUPNOST ŠENTJUR"
