Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"DIAGNOSTIČNI CENTER ŠENTJUR, zdravstvene in druge storitve, trgovina in inženiring, d.o.o.","DIAGNOSTIČNI CENTER ŠENTJUR, zdravstvene in druge storitve, trgovina in inženiring, d.o.o.",,"Ulica Dušana Kvedra 27, 3230 Šentjur",", DIAGNOSTIČNI CENTER ŠENTJUR, zdravstvene in druge storitve, trgovina in inženiring, d.o.o."
SPECIALISTIČNA IZVENBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST TRIPKOVIČ MILETA S.P.,SPECIALISTIČNA IZVENBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST TRIPKOVIČ MILETA S.P.,,"Maistrova ulica 32, 2000 Maribor",", SPECIALISTIČNA IZVENBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST TRIPKOVIČ MILETA S.P."
SIMON JOVIĆ - IZVRŠITELJ,SIMON JOVIĆ - IZVRŠITELJ,,"Čirče 18, 4000 Kranj",", SIMON JOVIĆ - IZVRŠITELJ"
SONJA ŽELEZNIK - NOTARKA,SONJA ŽELEZNIK - NOTARKA,,"Bazoviška cesta 32, 6250 Ilirska Bistrica",", SONJA ŽELEZNIK - NOTARKA"
Gasilska zveza Sveti Tomaž,Gasilska zveza Sveti Tomaž,,"Savci 68, 2258 Sv.Tomaž",", Gasilska zveza Sveti Tomaž"
"OSKAR VITOVLJE, zavod za oskrbo, nego in vzgojo hišnih in izgubljenih živali","OSKAR VITOVLJE, zavod za oskrbo, nego in vzgojo hišnih in izgubljenih živali",,"Vitovlje 37, 5261 Šempas",", OSKAR VITOVLJE, zavod za oskrbo, nego in vzgojo hišnih in izgubljenih živali"
STAŠA LEPEJ - NOTARKA,STAŠA LEPEJ - NOTARKA,,"Levstikova ulica 2, 1410 Zagorje ob Savi",", STAŠA LEPEJ - NOTARKA"
"EUPNEA, internistična ambulanta d.o.o.","EUPNEA, internistična ambulanta d.o.o.",,"Cvetkova ulica 12, 9000 Murska Sobota",", EUPNEA, internistična ambulanta d.o.o."
"BUTINAR, veterinarske storitve, d.o.o.","BUTINAR, veterinarske storitve, d.o.o.",,"Cesta v Staro vas 20, 6230 Postojna",", BUTINAR, veterinarske storitve, d.o.o."
"VIDIM, očesni kirurški center d.o.o.","VIDIM, očesni kirurški center d.o.o.",,"Mariborska cesta 88, 3000 Celje",", VIDIM, očesni kirurški center d.o.o."
ROJS SERGEJ - NOTAR,ROJS SERGEJ - NOTAR,,"Aškerčev trg 2, 3240 Šmarje pri Jelšah",", ROJS SERGEJ - NOTAR"
FINK KATJA - NOTARKA,FINK KATJA - NOTARKA,,"Stanetova ulica 16, 3000 Celje",", FINK KATJA - NOTARKA"
ZASEBNA ORTOPEDSKA AMBULANTA MILORAD PUVALIĆ,ZASEBNA ORTOPEDSKA AMBULANTA MILORAD PUVALIĆ,,"Ljubljanska cesta 11, 3320 Velenje",", ZASEBNA ORTOPEDSKA AMBULANTA MILORAD PUVALIĆ"
"AL-MEDICO, zdravstvene in druge storitve, d.o.o.","AL-MEDICO, zdravstvene in druge storitve, d.o.o.",,"Dunajska cesta 49, 1000 Ljubljana",", AL-MEDICO, zdravstvene in druge storitve, d.o.o."
"ARJANA MAČEK, zdravstvene in druge storitve, d.o.o.","ARJANA MAČEK, zdravstvene in druge storitve, d.o.o.",,"Lepi pot 14, 1000 Ljubljana",", ARJANA MAČEK, zdravstvene in druge storitve, d.o.o."
"KLINIČNO PSIHOLOŠKA ORDINACIJA IRENA BRUDAR, UNIV. DIPL. PSIH., SPEC. KLIN. PSIH.","KLINIČNO PSIHOLOŠKA ORDINACIJA IRENA BRUDAR, UNIV. DIPL. PSIH., SPEC. KLIN. PSIH.",,"Šmihelska cesta 20, 8000 Novo mesto",", KLINIČNO PSIHOLOŠKA ORDINACIJA IRENA BRUDAR, UNIV. DIPL. PSIH., SPEC. KLIN. PSIH."
"ZASEBNA AMBULANTA ORALNE IN MAKSILOFACIALNE KIRURGIJE, IVAN MRZLIKAR, DR. DENT. MED., SPEC. ORALNE KIRURGIJE","ZASEBNA AMBULANTA ORALNE IN MAKSILOFACIALNE KIRURGIJE, IVAN MRZLIKAR, DR. DENT. MED., SPEC. ORALNE KIRURGIJE",,"Kandijska cesta 4, 8000 Novo mesto",", ZASEBNA AMBULANTA ORALNE IN MAKSILOFACIALNE KIRURGIJE, IVAN MRZLIKAR, DR. DENT. MED., SPEC. ORALNE KIRURGIJE"
"ARTROS, zdravstvena dejavnost d.o.o.","ARTROS, zdravstvena dejavnost d.o.o.",,"Tehnološki park 21, 1000 Ljubljana",", ARTROS, zdravstvena dejavnost d.o.o."
"ZASEBNA PSIHIATRIČNA AMBULANTA BREDA LEBAN, DR.MED., SPECIALIST PSIHIATRIJE","ZASEBNA PSIHIATRIČNA AMBULANTA BREDA LEBAN, DR.MED., SPECIALIST PSIHIATRIJE",,"Ulica Gradnikove brigade 7, 5000 Nova Gorica",", ZASEBNA PSIHIATRIČNA AMBULANTA BREDA LEBAN, DR.MED., SPECIALIST PSIHIATRIJE"
"DUŠAN SUDAR, DR. MED., SPEC. PSIHIATRIJE ZASEBNA PSIHIATRIČNA AMBULANTA","DUŠAN SUDAR, DR. MED., SPEC. PSIHIATRIJE ZASEBNA PSIHIATRIČNA AMBULANTA",,"Ulica Gradnikove brigade 7, 5000 Nova Gorica",", DUŠAN SUDAR, DR. MED., SPEC. PSIHIATRIJE ZASEBNA PSIHIATRIČNA AMBULANTA"
DEJAN BREZNIK - IZVRŠITELJ,DEJAN BREZNIK - IZVRŠITELJ,,"Dunajska cesta 405, 1231 Ljubljana - Črnuče",", DEJAN BREZNIK - IZVRŠITELJ"
"NAL, Zobozdravstvena dejavnost, d.o.o.","NAL, Zobozdravstvena dejavnost, d.o.o.",,"Podgornikova ulica 1, 1000 Ljubljana",", NAL, Zobozdravstvena dejavnost, d.o.o."
"MEDICINSKI CENTER ŽELJKO HALAPIJA Ambulanta medicine dela, prometa in športa in splošna ambulanta d.o.o. Sevnica","MEDICINSKI CENTER ŽELJKO HALAPIJA Ambulanta medicine dela, prometa in športa in splošna ambulanta d.o.o. Sevnica",,"Trg svobode 14, 8290 Sevnica",", MEDICINSKI CENTER ŽELJKO HALAPIJA Ambulanta medicine dela, prometa in športa in splošna ambulanta d.o.o. Sevnica"
RCD svetovanje in storitve d.o.o.,RCD svetovanje in storitve d.o.o.,,"Ulica bratov Babnik 10, 1000 Ljubljana",", RCD svetovanje in storitve d.o.o."
"AMBULANTA ZA KLINIČNO PSIHOLOGIJO MARJETA OREŠNIK ŽALIG, SPEC. KLIN. PSIH.","AMBULANTA ZA KLINIČNO PSIHOLOGIJO MARJETA OREŠNIK ŽALIG, SPEC. KLIN. PSIH.",,"Ulica arhitekta Novaka 9, 9000 Murska Sobota",", AMBULANTA ZA KLINIČNO PSIHOLOGIJO MARJETA OREŠNIK ŽALIG, SPEC. KLIN. PSIH."
OFTALMO okulistika d.o.o.,OFTALMO okulistika d.o.o.,,"Cesta 4. julija 34, 8270 Krško",", OFTALMO okulistika d.o.o."
ŠUBIC-DIABETOLOGIJA interna medicina d.o.o.,ŠUBIC-DIABETOLOGIJA interna medicina d.o.o.,,"Loška ulica 6, 2000 Maribor",", ŠUBIC-DIABETOLOGIJA interna medicina d.o.o."
ROJS METKA DMS - PATRONAŽA ZDRAVSTVENA NEGA IN BABIŠTVO,ROJS METKA DMS - PATRONAŽA ZDRAVSTVENA NEGA IN BABIŠTVO,,"Laporje 50, 2318 Laporje",", ROJS METKA DMS - PATRONAŽA ZDRAVSTVENA NEGA IN BABIŠTVO"
"DENTALNI STUDIO MANJA PAVLIČ, DR. DENT.MED., SPEC.","DENTALNI STUDIO MANJA PAVLIČ, DR. DENT.MED., SPEC.",,"Glavni trg 4, 2000 Maribor",", DENTALNI STUDIO MANJA PAVLIČ, DR. DENT.MED., SPEC."
"OČESNA ORDINACIJA ANDREJ VERK, DR. MED., SPEC. OFTALMOLOG","OČESNA ORDINACIJA ANDREJ VERK, DR. MED., SPEC. OFTALMOLOG",,"Ljubljanska cesta 80, 2310 Slovenska Bistrica",", OČESNA ORDINACIJA ANDREJ VERK, DR. MED., SPEC. OFTALMOLOG"
HORVAT ZEC BRANKA - IZVRŠITELJICA,HORVAT ZEC BRANKA - IZVRŠITELJICA,,"Partizanska cesta 30, 2000 Maribor",", HORVAT ZEC BRANKA - IZVRŠITELJICA"
ANDREJ ŠRAMEL - IZVRŠITELJ,ANDREJ ŠRAMEL - IZVRŠITELJ,,"Trg Leona Štuklja 5, 2000 Maribor",", ANDREJ ŠRAMEL - IZVRŠITELJ"
BORKO LUCIJAN - ORTOPEDSKA SPECIJALISTIČNA AMBULANTA,BORKO LUCIJAN - ORTOPEDSKA SPECIJALISTIČNA AMBULANTA,,"Valvasorjeva ulica 38, 2000 Maribor",", BORKO LUCIJAN - ORTOPEDSKA SPECIJALISTIČNA AMBULANTA"
OKULISTIKA MEH d.o.o.,OKULISTIKA MEH d.o.o.,,"Sremič 15, 8270 Krško",", OKULISTIKA MEH d.o.o."
"ORTO-PED, ambulantna ortopedija, d.o.o.","ORTO-PED, ambulantna ortopedija, d.o.o.",,"Lamutova ulica 15, 1000 Ljubljana",", ORTO-PED, ambulantna ortopedija, d.o.o."
ZDRAVSTVENI ZAVOD DERMOESTETIKA IZOLA,ZDRAVSTVENI ZAVOD DERMOESTETIKA IZOLA,,"Brkinska ulica 3, 6310 Izola - Isola",", ZDRAVSTVENI ZAVOD DERMOESTETIKA IZOLA"
INTERNISTIČNA GE AMBULANTA d.o.o.,INTERNISTIČNA GE AMBULANTA d.o.o.,,"Erjavčeva ulica 29, 5000 Nova Gorica",", INTERNISTIČNA GE AMBULANTA d.o.o."
"STIPES, proizvodnja, trgovina, finance, nepremičnine, zobozdravstvene in druge storitve, d.o.o.","STIPES, proizvodnja, trgovina, finance, nepremičnine, zobozdravstvene in druge storitve, d.o.o.",,"Ulica Borisa Winterja 10, 2310 Slovenska Bistrica",", STIPES, proizvodnja, trgovina, finance, nepremičnine, zobozdravstvene in druge storitve, d.o.o."
"VITA ET SOL družba za zdravstvo, storitve, posredništvo, trgovino in gostinstvo d.o.o.","VITA ET SOL družba za zdravstvo, storitve, posredništvo, trgovino in gostinstvo d.o.o.",,"Devinska ulica 11, 2310 Slovenska Bistrica",", VITA ET SOL družba za zdravstvo, storitve, posredništvo, trgovino in gostinstvo d.o.o."
KOŠAK MIRO - NOTAR,KOŠAK MIRO - NOTAR,,"Trg republike 3, 1000 Ljubljana",", KOŠAK MIRO - NOTAR"
SPE VIVIMUS specialistične dejavnosti d.o.o.,SPE VIVIMUS specialistične dejavnosti d.o.o.,,"Pot na Polšco 21, 8270 Krško",", SPE VIVIMUS specialistične dejavnosti d.o.o."
"PRAVOVID, očesna ordinacija Maja Sojer Štular, dr. med., spec. oftalmolog, d.o.o.","PRAVOVID, očesna ordinacija Maja Sojer Štular, dr. med., spec. oftalmolog, d.o.o.",,"Ukmarjeva ulica 4, 1000 Ljubljana",", PRAVOVID, očesna ordinacija Maja Sojer Štular, dr. med., spec. oftalmolog, d.o.o."
"ZASEBNA AMBULANTA ZA PLJUČNE BOLEZNI, MAG. ALOJZ HORVAT, DR. MED. SPECIALIST INTERNE MEDICINE","ZASEBNA AMBULANTA ZA PLJUČNE BOLEZNI, MAG. ALOJZ HORVAT, DR. MED. SPECIALIST INTERNE MEDICINE",,"Gregorčičeva ulica 27 A, 9000 Murska Sobota",", ZASEBNA AMBULANTA ZA PLJUČNE BOLEZNI, MAG. ALOJZ HORVAT, DR. MED. SPECIALIST INTERNE MEDICINE"
ZAVOD INŠTITUT ZA AVTIZEM IN SORODNE MOTNJE,ZAVOD INŠTITUT ZA AVTIZEM IN SORODNE MOTNJE,,"Goričane 84, 1215 Medvode",", ZAVOD INŠTITUT ZA AVTIZEM IN SORODNE MOTNJE"
"ZASEBNA AMBULANTA SPLOŠNE MEDICINE, TANJA PAVLOVIĆ, DR. MED., SPEC. SPL. MEDICINE","ZASEBNA AMBULANTA SPLOŠNE MEDICINE, TANJA PAVLOVIĆ, DR. MED., SPEC. SPL. MEDICINE",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", ZASEBNA AMBULANTA SPLOŠNE MEDICINE, TANJA PAVLOVIĆ, DR. MED., SPEC. SPL. MEDICINE"
"AMBULANTA DRUŽINSKE MEDICINE JANA GOLUB, DR. MED.","AMBULANTA DRUŽINSKE MEDICINE JANA GOLUB, DR. MED.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", AMBULANTA DRUŽINSKE MEDICINE JANA GOLUB, DR. MED."
"OČESNI CENTER OPTIMIST, specialistična ambulantna zdravstvena dejavnost, d.o.o.","OČESNI CENTER OPTIMIST, specialistična ambulantna zdravstvena dejavnost, d.o.o.",,"Maleševa ulica 36, 1000 Ljubljana",", OČESNI CENTER OPTIMIST, specialistična ambulantna zdravstvena dejavnost, d.o.o."
"ZASEBNI ZOBOZDRAVSTVENI ZAVOD, LAPČEVIČ VLADO, dr.dent.med.","ZASEBNI ZOBOZDRAVSTVENI ZAVOD, LAPČEVIČ VLADO, dr.dent.med.",,"Cesta maršala Tita 78, 4270 Jesenice",", ZASEBNI ZOBOZDRAVSTVENI ZAVOD, LAPČEVIČ VLADO, dr.dent.med."
"LARA MED, zdravstvene storitve,trženje in svetovanje, d.o.o.","LARA MED, zdravstvene storitve,trženje in svetovanje, d.o.o.",,"Dobroveljska cesta 1, 3214 Zreče",", LARA MED, zdravstvene storitve,trženje in svetovanje, d.o.o."
"EMOTIVA zdravstvena dejavnost, svetovanje in storitve, d.o.o.","EMOTIVA zdravstvena dejavnost, svetovanje in storitve, d.o.o.",,"Valjavčeva ulica 27, 4000 Kranj",", EMOTIVA zdravstvena dejavnost, svetovanje in storitve, d.o.o."
KLANMEDIC Diagnostični in terapevtski center d.o.o.,KLANMEDIC Diagnostični in terapevtski center d.o.o.,,"Cesta Prekomorskih brigad 3 B, 5290 Šempeter pri Gorici",", KLANMEDIC Diagnostični in terapevtski center d.o.o."
SIKOŠEK JOŽE - NOTAR,SIKOŠEK JOŽE - NOTAR,,"Bravničarjeva ulica 13, 1000 Ljubljana",", SIKOŠEK JOŽE - NOTAR"
UROŠ MARGUČ - NOTAR,UROŠ MARGUČ - NOTAR,,"Mestni trg 8, 3210 Slovenske Konjice",", UROŠ MARGUČ - NOTAR"
"VESNA MARKOTIĆ, DR.MED., ZASEBNA INTERNISTIČNA DEJAVNOST","VESNA MARKOTIĆ, DR.MED., ZASEBNA INTERNISTIČNA DEJAVNOST",,"Kersnikova ulica 19, 3000 Celje",", VESNA MARKOTIĆ, DR.MED., ZASEBNA INTERNISTIČNA DEJAVNOST"
BORIS LETNAR - IZVRŠITELJ,BORIS LETNAR - IZVRŠITELJ,,"Mestni trg 7 B, 3210 Slovenske Konjice",", BORIS LETNAR - IZVRŠITELJ"
NOTARKA - MARIJA MURNIK,NOTARKA - MARIJA MURNIK,,"Koroška cesta 21, 4000 Kranj",", NOTARKA - MARIJA MURNIK"
TATJANA ŠOLAR - ZASEBNA ZDRAVNICA,TATJANA ŠOLAR - ZASEBNA ZDRAVNICA,,"Gosposvetska ulica 10 A, 4000 Kranj",", TATJANA ŠOLAR - ZASEBNA ZDRAVNICA"
MATEJA ANDREJAŠIČ - NOTARKA,MATEJA ANDREJAŠIČ - NOTARKA,,"Koroška cesta 19, 4000 Kranj",", MATEJA ANDREJAŠIČ - NOTARKA"
"DARUMA, Center za otroško in mladostniško psihiatrijo, d.o.o.","DARUMA, Center za otroško in mladostniško psihiatrijo, d.o.o.",,"Dunajska cesta 31, 1000 Ljubljana",", DARUMA, Center za otroško in mladostniško psihiatrijo, d.o.o."
"LAHEZIS, Center za otroško in mladostniško psihiatrijo, d.o.o.","LAHEZIS, Center za otroško in mladostniško psihiatrijo, d.o.o.",,"Tabor 14, 1000 Ljubljana",", LAHEZIS, Center za otroško in mladostniško psihiatrijo, d.o.o."
"SVETOVANJE DR.KUHAR psihiatrična ambulanta, svetovanje, psihoterapija d.o.o.","SVETOVANJE DR.KUHAR psihiatrična ambulanta, svetovanje, psihoterapija d.o.o.",,"Podpeška cesta 208, 1351 Brezovica pri Ljubljani",", SVETOVANJE DR.KUHAR psihiatrična ambulanta, svetovanje, psihoterapija d.o.o."
"ANIMULA, Center za otroško in mladostniško psihiatrijo, d.o.o.","ANIMULA, Center za otroško in mladostniško psihiatrijo, d.o.o.",,"Dunajska cesta 31, 1000 Ljubljana",", ANIMULA, Center za otroško in mladostniško psihiatrijo, d.o.o."
"PKM, Psihiatrija Kocmur Marga, d.o.o.","PKM, Psihiatrija Kocmur Marga, d.o.o.",,"Zarnikova ulica 11, 1000 Ljubljana",", PKM, Psihiatrija Kocmur Marga, d.o.o."
AMBULANTA DEMŠAR d.o.o.,AMBULANTA DEMŠAR d.o.o.,,"Visoko pri Poljanah 5, 4220 Škofja Loka",", AMBULANTA DEMŠAR d.o.o."
POLJE HARMONIJE družba za kakovost življenja d.o.o.,POLJE HARMONIJE družba za kakovost življenja d.o.o.,,"Štefan pri Trebnjem 40, 8210 Trebnje",", POLJE HARMONIJE družba za kakovost življenja d.o.o."
"ZASEBNA AMBULANTA Zvonimir Cesarec, dr. med.","ZASEBNA AMBULANTA Zvonimir Cesarec, dr. med.",,"Maistrova ulica 7, 9241 Veržej",", ZASEBNA AMBULANTA Zvonimir Cesarec, dr. med."
NOTARKA MAG. ALENKA RATNIK,NOTARKA MAG. ALENKA RATNIK,,"Kocljeva ulica 14 A, 9000 Murska Sobota",", NOTARKA MAG. ALENKA RATNIK"
"ZOBNA AMBULANTA MAŠA OSTAŠEVSKI POZNE, DR. DENT. MED.","ZOBNA AMBULANTA MAŠA OSTAŠEVSKI POZNE, DR. DENT. MED.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", ZOBNA AMBULANTA MAŠA OSTAŠEVSKI POZNE, DR. DENT. MED."
"ZOBNA AMBULANTA - JASNA HUSSEIN, DR. DENT. MED.","ZOBNA AMBULANTA - JASNA HUSSEIN, DR. DENT. MED.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", ZOBNA AMBULANTA - JASNA HUSSEIN, DR. DENT. MED."
"PATRONAŽA IN ZDRAVSTVENA NEGA, IRENA PODGRAJŠEK","PATRONAŽA IN ZDRAVSTVENA NEGA, IRENA PODGRAJŠEK",,"Šolska ulica 8, 2317 Oplotnica",", PATRONAŽA IN ZDRAVSTVENA NEGA, IRENA PODGRAJŠEK"
"ZOBNA AMBULANTA DARJA PREŠERN, DR.DENT.MED.","ZOBNA AMBULANTA DARJA PREŠERN, DR.DENT.MED.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", ZOBNA AMBULANTA DARJA PREŠERN, DR.DENT.MED."
"PATRONAŽA, ZDRAVSTVENA NEGA IN BABIŠTVO ILIČ SILVA, VIŠ. MED. SESTRA","PATRONAŽA, ZDRAVSTVENA NEGA IN BABIŠTVO ILIČ SILVA, VIŠ. MED. SESTRA",,"Devina 13 B, 2310 Slovenska Bistrica",", PATRONAŽA, ZDRAVSTVENA NEGA IN BABIŠTVO ILIČ SILVA, VIŠ. MED. SESTRA"
"MEDICEP, preventivna ambulanta, svetovanje, nadzor in projektiranje d.o.o.","MEDICEP, preventivna ambulanta, svetovanje, nadzor in projektiranje d.o.o.",,"Grajska pot 17, 4220 Škofja Loka",", MEDICEP, preventivna ambulanta, svetovanje, nadzor in projektiranje d.o.o."
"OKULISTIKA FALEŽ oftalmološki ambulantni center, optika in storitve d.o.o.","OKULISTIKA FALEŽ oftalmološki ambulantni center, optika in storitve d.o.o.",,"Vilenska cesta 76, 2312 Orehova vas",", OKULISTIKA FALEŽ oftalmološki ambulantni center, optika in storitve d.o.o."
"ZAVOD RR ŠKOFJA LOKA, zasebni zdravstveni zavod","ZAVOD RR ŠKOFJA LOKA, zasebni zdravstveni zavod",,"Stara cesta 10, 4220 Škofja Loka",", ZAVOD RR ŠKOFJA LOKA, zasebni zdravstveni zavod"
NANA POVŠIČ RUŽIĆ - NOTARKA,NANA POVŠIČ RUŽIĆ - NOTARKA,,"Kajuhova ulica 34, 6310 Izola - Isola",", NANA POVŠIČ RUŽIĆ - NOTARKA"
NOTARKA JANJA LUIN,NOTARKA JANJA LUIN,,"Ferrarska ulica 30, 6000 Koper - Capodistria",", NOTARKA JANJA LUIN"
"ZASEBNA INTERNISTIČNO-PULMOLOŠKA AMBULANTA, JASMINA PANJAN AVRAMOVIČ, DR.MED.SPEC.","ZASEBNA INTERNISTIČNO-PULMOLOŠKA AMBULANTA, JASMINA PANJAN AVRAMOVIČ, DR.MED.SPEC.",,"Cesta solinarjev 1, 6320 Portorož - Portorose",", ZASEBNA INTERNISTIČNO-PULMOLOŠKA AMBULANTA, JASMINA PANJAN AVRAMOVIČ, DR.MED.SPEC."
ZDRAVSTVENI ZAVOD CELJENJE KOPER,ZDRAVSTVENI ZAVOD CELJENJE KOPER,,"Ulica Vojke Šmuc 12, 6000 Koper - Capodistria",", ZDRAVSTVENI ZAVOD CELJENJE KOPER"
HOLIMED družba za zdravstvene storitve in svetovanje d.o.o.,HOLIMED družba za zdravstvene storitve in svetovanje d.o.o.,,"Ulica kneza Koclja 11, 2000 Maribor",", HOLIMED družba za zdravstvene storitve in svetovanje d.o.o."
"MEDIM, ambulanta družinske medicine in ostale storitve, d.o.o.","MEDIM, ambulanta družinske medicine in ostale storitve, d.o.o.",,"Reteče 154, 4220 Škofja Loka",", MEDIM, ambulanta družinske medicine in ostale storitve, d.o.o."
IVAN ŽETKO - NOTAR,IVAN ŽETKO - NOTAR,,"Rozmanova ulica 34 A, 8000 Novo mesto",", IVAN ŽETKO - NOTAR"
"AMBULANTA ZA ORALNO KIRURGIJO DENIS HASANAGIĆ, DR.DENT.MED.SPEC.","AMBULANTA ZA ORALNO KIRURGIJO DENIS HASANAGIĆ, DR.DENT.MED.SPEC.",,"Cankarjeva ulica 6, 2000 Maribor",", AMBULANTA ZA ORALNO KIRURGIJO DENIS HASANAGIĆ, DR.DENT.MED.SPEC."
"GABROVŠEK BARBARA - ZASEBNA ZDRAVSTVENA DELAVKA, PATRONAŽNA SLUŽBA","GABROVŠEK BARBARA - ZASEBNA ZDRAVSTVENA DELAVKA, PATRONAŽNA SLUŽBA",,"Slovenska cesta 17, 1354 Horjul",", GABROVŠEK BARBARA - ZASEBNA ZDRAVSTVENA DELAVKA, PATRONAŽNA SLUŽBA"
NOTAR - BORIS KOSI,NOTAR - BORIS KOSI,,"Partizanska cesta 13 A, 2000 Maribor",", NOTAR - BORIS KOSI"
EDITA ŠPITALAR - NOTARKA,EDITA ŠPITALAR - NOTARKA,,"Ljubljanska ulica 42, 2000 Maribor",", EDITA ŠPITALAR - NOTARKA"
BUKOVIČ INES - NOTARKA,BUKOVIČ INES - NOTARKA,,"Ulica Vita Kraigherja 5, 2000 Maribor",", BUKOVIČ INES - NOTARKA"
KOŠAR BRATUŠA KSENIJA - NOTARKA,KOŠAR BRATUŠA KSENIJA - NOTARKA,,"Cankarjeva ulica 6, 2000 Maribor",", KOŠAR BRATUŠA KSENIJA - NOTARKA"
OPTOMED optometrija in trgovina d.o.o.,OPTOMED optometrija in trgovina d.o.o.,,"Stara cesta 10, 4220 Škofja Loka",", OPTOMED optometrija in trgovina d.o.o."
"PSIHIATRIČNA AMBULANTA ALENKA HELENA PETEK, DR.MED. SPECIALISTKA PSIHIATRIJE","PSIHIATRIČNA AMBULANTA ALENKA HELENA PETEK, DR.MED. SPECIALISTKA PSIHIATRIJE",,"Beethovnova ulica 6, 1000 Ljubljana",", PSIHIATRIČNA AMBULANTA ALENKA HELENA PETEK, DR.MED. SPECIALISTKA PSIHIATRIJE"
"AMBULANTA ZA PLJUČNE BOLEZNI IN ALERGIJE, POLONCA ZALOKAR DR. MED., SPEC. INT. PULM.","AMBULANTA ZA PLJUČNE BOLEZNI IN ALERGIJE, POLONCA ZALOKAR DR. MED., SPEC. INT. PULM.",,"Zaloška cesta 69, 1000 Ljubljana",", AMBULANTA ZA PLJUČNE BOLEZNI IN ALERGIJE, POLONCA ZALOKAR DR. MED., SPEC. INT. PULM."
"AMBULANTA ZA PLJUČNE BOLEZNI IN ALERGIJE MARINA LESKOVEC ŽAKELJ, DR.MED, SPEC.INT.PULM.","AMBULANTA ZA PLJUČNE BOLEZNI IN ALERGIJE MARINA LESKOVEC ŽAKELJ, DR.MED, SPEC.INT.PULM.",,"Zaloška cesta 69, 1000 Ljubljana",", AMBULANTA ZA PLJUČNE BOLEZNI IN ALERGIJE MARINA LESKOVEC ŽAKELJ, DR.MED, SPEC.INT.PULM."
ZAGORIČNIK OPARA BLANKA - DERMATOLOŠKI CENTER DERM,ZAGORIČNIK OPARA BLANKA - DERMATOLOŠKI CENTER DERM,,"Barjanska cesta 62, 1000 Ljubljana",", ZAGORIČNIK OPARA BLANKA - DERMATOLOŠKI CENTER DERM"
KOS UROŠ - NOTAR,KOS UROŠ - NOTAR,,"Cigaletova ulica 7, 1000 Ljubljana",", KOS UROŠ - NOTAR"
PREMEDIKO zdravstvene storitve d.o.o.,PREMEDIKO zdravstvene storitve d.o.o.,,"Ljubljanska ulica 5, 2000 Maribor",", PREMEDIKO zdravstvene storitve d.o.o."
ZDRAVSTVENI ZAVOD FIZIATRIJA IZOLA,ZDRAVSTVENI ZAVOD FIZIATRIJA IZOLA,,"Malija 102, 6310 Izola - Isola",", ZDRAVSTVENI ZAVOD FIZIATRIJA IZOLA"
"ZASEBNA PSIHOLOŠKA AMBULANTA BOJA - BOJANA VEBER HABJAN, SPEC.KLIN.PSIH.","ZASEBNA PSIHOLOŠKA AMBULANTA BOJA - BOJANA VEBER HABJAN, SPEC.KLIN.PSIH.",,"Prešernova ulica 6, 3310 Žalec",", ZASEBNA PSIHOLOŠKA AMBULANTA BOJA - BOJANA VEBER HABJAN, SPEC.KLIN.PSIH."
ALEKSANDER MRAZ - NOTAR,ALEKSANDER MRAZ - NOTAR,,"Ljubljanska cesta 5, 3000 Celje",", ALEKSANDER MRAZ - NOTAR"
NOTARKA FRANČIŠKA PERSEA CETIN,NOTARKA FRANČIŠKA PERSEA CETIN,,"Rudarska cesta 6 A, 3320 Velenje",", NOTARKA FRANČIŠKA PERSEA CETIN"
DOLGAN MILAN - NOTAR,DOLGAN MILAN - NOTAR,,"Dunajska cesta 122, 1000 Ljubljana",", DOLGAN MILAN - NOTAR"
PUPPIS SONJA - NOTARKA,PUPPIS SONJA - NOTARKA,,"Zaloška cesta 54, 1000 Ljubljana",", PUPPIS SONJA - NOTARKA"
"ZASEBNA ZOBNA ORDINACIJA HELENA KONOBELJ, DR. DENT. MED.","ZASEBNA ZOBNA ORDINACIJA HELENA KONOBELJ, DR. DENT. MED.",,"Cesta maršala Tita 78, 4270 Jesenice",", ZASEBNA ZOBNA ORDINACIJA HELENA KONOBELJ, DR. DENT. MED."
"32BISEROV, d.o.o., Zobna ambulanta Alenka Grahek Mihovec, dr. dent. med.","32BISEROV, d.o.o., Zobna ambulanta Alenka Grahek Mihovec, dr. dent. med.",,"Svetčeva ulica 9, 1000 Ljubljana",", 32BISEROV, d.o.o., Zobna ambulanta Alenka Grahek Mihovec, dr. dent. med."
ZAVOD SV. JERNEJA - VRTEC BLAŽE IN NEŽICA SLOVENSKA BISTRICA,ZAVOD SV. JERNEJA - VRTEC BLAŽE IN NEŽICA SLOVENSKA BISTRICA,,"Trg Alfonza Šarha 6, 2310 Slovenska Bistrica",", ZAVOD SV. JERNEJA - VRTEC BLAŽE IN NEŽICA SLOVENSKA BISTRICA"
